chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
3.2,3.0,3.6,3.7,2.9,최준곤 교수님,"일반물리학및연습Ⅰ 이과대 수학('17학번), 화학('17학번), 지구환경('17학번)",2017-1학기,교양
4.7,3.0,3.5,3.4,2.4,홍석철 교수님,일반물리학및연습Ⅰ(영강) 공과대 화공생명('17학번),2017-1학기,교양
4.7,2.8,3.9,3.7,2.5,최수용 교수님,일반물리학및연습Ⅰ(영강) 공과대 신소재('17학번 101 ~ 175),2017-1학기,교양
5.0,3.6,3.0,3.3,3.1,이동헌 교수님,일반물리학및연습Ⅰ(영강) 공과대 신소재('17학번 176 ~ 끝),2017-1학기,교양
4.0,3.0,3.7,3.4,2.4,안정근 교수님,일반물리학및연습Ⅰ(영강) 공과대 건축사회환경('17학번),2017-1학기,교양
4.7,3.2,3.5,3.6,3.4,박규환 교수님,일반물리학및연습Ⅰ 공과대 기계('17학번 601 ~ 685),2017-1학기,교양
2.6,2.9,4.0,3.3,2.2,최만수 교수님,일반물리학및연습Ⅰ 공과대 기계('17학번 686 ~ 끝),2017-1학기,교양
4.7,3.4,3.5,3.8,3.2,이상훈 교수님,일반물리학및연습Ⅰ 공과대 전기전자('17학번 901 ~ 995),2017-1학기,교양
4.4,3.3,3.3,3.5,2.9,강세종 교수님,일반물리학및연습Ⅰ 공과대 전기전자('17학번 996 ~ 끝),2017-1학기,교양
4.3,3.2,3.1,3.1,3.3,박홍규 교수님,"일반물리학및연습Ⅰ(영강) 보건과학대('17학번, '17학번외 재수강/미이수자 포함)",2017-1학기,교양
4.1,3.1,3.1,3.3,2.6,이경세 교수님,일반물리학및연습Ⅰ '17학번외 재수강/미이수자 1반,2017-1학기,교양
4.5,3.3,3.3,3.6,3.9,장민희 교수님,일반물리학및연습Ⅰ '17학번외 재수강/미이수자 2반,2017-1학기,교양
4.3,3.3,3.4,3.5,3.3,이규원 교수님,일반물리학및연습Ⅰ '17학번외 재수강/미이수자 3반,2017-1학기,교양
4.3,2.8,3.4,3.6,3.4,노연정 교수님,일반물리학및연습Ⅰ '17학번외 재수강/미이수자 4반,2017-1학기,교양
2.7,3.2,3.3,3.1,2.6,이승준 교수님,일반물리학및연습Ⅰ(영강) 외국인반 (※ 내국인은 한국어 불가능자만 수강 허용),2017-1학기,교양
4.9,3.0,4.0,4.1,2.7,이경진 교수님,"생명물리학및연습 생명과학대('17학번, '17학번외 재수강/미이수자 포함)",2017-1학기,교양
4.6,3.1,3.1,3.1,2.5,권영완 교수님,일반화학및연습 기계공학부 '17학번 (1-90),2017-1학기,교양
4.6,3.3,3.2,2.6,2.3,권영완 교수님,일반화학및연습 기계공학부 '17학번 (91-끝)(CHEM150 미이수 및 재수강),2017-1학기,교양
